text,label,type,sub_type,domain,is_valid
被导游硬拉去购物，我不得不说这趟行程太坑了。,0,双重否定,Normal,出行旅游,True
这青菜炒得真健康，除了水味啥也尝不出来,0,反讽,Negative_Ironic,美食餐饮,True
闺蜜答应帮我带的东西，转头就彻底忘了,0,简单句,Normal,日常社交,True
朋友圈的“好友”们可真活跃，点赞永远轮不到我,0,反讽,Negative_Ironic,日常社交,True
这部悬疑剧的反转不得不让我反复回放细品,1,双重否定,Normal,影视娱乐,True
外卖标注配送速度快，结果晚了四十分钟才送到手中。,0,转折,Normal,美食餐饮,True
乘坐夜间航班直达三亚，不得不说大大提升了出行效率。,1,双重否定,Normal,出行旅游,True
高铁商务座太值了，邻座大叔全程打电话吵得没法睡～,0,反讽,Negative_Ironic,出行旅游,True
想着和同事聊点轻松的，哪知话题越说越尴尬,0,转折,Normal,日常社交,True
你这手气可真好，抢红包永远都是几毛钱的最小包,0,反讽,Negative_Ironic,日常社交,True
湘菜馆的剁椒鱼头腥味重，完全没入味,0,简单句,Normal,美食餐饮,True
烤红薯没烤熟，软糯程度真“棒”！,0,反讽,Negative_Ironic,美食餐饮,True
真烦啊，你送这么贵的红酒，我平时都舍不得开瓶！,1,反讽,Positive_Ironic,日常社交,True
披萨店的榴莲披萨没有哪个顾客不说果肉超丰富的,1,双重否定,Normal,美食餐饮,True
以为海边民宿会很潮湿，结果房间自带烘干设备超贴心,1,转折,Normal,出行旅游,True
美容项目宣传得很诱人，做完后皮肤状态反而变差了,0,转折,Normal,生活服务,True
您这客服的沟通技巧绝了，完全不搭理我提的实际需求,0,反讽,Negative_Ironic,生活服务,True
这家山景酒店的阳台能直接俯瞰整片竹海,1,简单句,Normal,出行旅游,True
短视频里的影视剪辑全是标题党，太诚实可信了吧！,0,反讽,Negative_Ironic,影视娱乐,True
同事总是蹭我的充电器，从没主动说过谢谢,0,简单句,Normal,日常社交,True
农家乐的清炒时蔬新鲜清甜，不带涩味,1,简单句,Normal,美食餐饮,True
快递员太贴心，把包裹放消防通道，找了半小时才着！,0,反讽,Negative_Ironic,生活服务,True
真发愁，你每次都送这么贴心的礼物，我回礼都想破头！,1,反讽,Positive_Ironic,日常社交,True
这房子也太大了，每天拿快递都要走三分钟，累惨了！,1,反讽,Positive_Ironic,日常社交,True
选秀综艺剧本痕迹明显，结果疑似早就内定,0,简单句,Normal,影视娱乐,True
美团外卖的餐品撒漏不能不让我差评,0,双重否定,Normal,生活服务,True
这款护肤品效果真好，用一周脸反而干得起皮了,0,反讽,Negative_Ironic,购物消费,True
古城特色民宿的暖心布置不会不让住客有家的归属感,1,双重否定,Normal,出行旅游,True
这家T恤真气人，穿三年都没破，想换款式都没门！,1,反讽,Positive_Ironic,购物消费,True
虽然按摩店价位偏高，但技师手法专业按完全身都轻松,1,转折,Normal,生活服务,True
"楼下餐馆的馄饨真""迷你""，二十个吃完我还得泡方便面。",0,反讽,Negative_Ironic,美食餐饮,True
您家客服真负责，消息发了整整三天才回复我,0,反讽,Negative_Ironic,购物消费,True
外卖的珍珠奶茶Q弹奶香味浓郁,1,简单句,Normal,美食餐饮,True
景区入口排队两小时，没法不浪费大好游玩时间,0,双重否定,Normal,出行旅游,True
你这记性可真好，答应帮我带的咖啡完美忘掉了,0,反讽,Negative_Ironic,日常社交,True
这综艺嘉宾互动太自然，全是剧本安排的假客套,0,反讽,Negative_Ironic,影视娱乐,True
约好的活动总被取消，我们不得不说真的很无语,0,双重否定,Normal,日常社交,True
快递地址填错，快递员主动帮忙转送到正确地址,1,转折,Normal,生活服务,True
这冬瓜汤真鲜美，鲜到我加三勺鸡精才有味道,0,反讽,Negative_Ironic,美食餐饮,True
刚收到的运动鞋包裹性强，没有一个细节不彰显用心,1,双重否定,Normal,购物消费,True
青藏铁路的沿途风光不能不让人感叹大自然的神奇,1,双重否定,Normal,出行旅游,True
这部喜剧片包袱太好笑，看完我抑郁三天没缓过来,0,反讽,Negative_Ironic,影视娱乐,True
九寨沟的五彩池颜色绚丽如童话世界,1,简单句,Normal,出行旅游,True
亲子综艺的教育理念先进，值得家长借鉴,1,简单句,Normal,影视娱乐,True
线下饰品店的珍珠耳环光泽感简直绝了,1,简单句,Normal,购物消费,True
新认识的网友居然和我喜欢同一个摇滚乐队,1,简单句,Normal,日常社交,True
家政阿姨不带清洁工具，还让我提供真“省心”！,0,反讽,Negative_Ironic,生活服务,True
老板可真懂节制，一份炒粉只够我塞半牙缝,0,反讽,Negative_Ironic,美食餐饮,True
这导游的脑子真活，随便个东西都能吹成当地珍品。,0,反讽,Negative_Ironic,出行旅游,True
某演员的哭戏全靠挤眉弄眼，演技真的“精湛”极了！,0,反讽,Negative_Ironic,影视娱乐,True
虽然宠物医院疫苗收费偏高，但医生讲解细致还留了随访电话,1,转折,Normal,生活服务,True
这海岛游真超值，除了看人还是人根本看不到海,0,反讽,Negative_Ironic,出行旅游,True
这导游可太会规划了，免费景点全跳过自费项目一个不落。,0,反讽,Negative_Ironic,出行旅游,True
炒饭的油多得能炒菜，店家真舍得放料啊,0,反讽,Negative_Ironic,美食餐饮,True
外卖少送一份菜，商家立刻退款还送下次满减券,1,转折,Normal,生活服务,True
维修师傅半小时修好洗衣机，收费也合理,1,简单句,Normal,生活服务,True
早餐店的豆浆淡得像水一点豆香都没,0,简单句,Normal,美食餐饮,True
川菜馆的麻婆豆腐没有一个食客不夸麻辣鲜香的,1,双重否定,Normal,美食餐饮,True
火锅店的毛肚没有一片不是干柴发硬像胶皮的,0,双重否定,Normal,美食餐饮,True
这保温杯盖用四年都没漏水，我新杯盖都快浪费了！,1,反讽,Positive_Ironic,购物消费,True
预约的家政按时来，却把我床上的新床单弄脏了,0,转折,Normal,生活服务,True
这房子简直是折腾我，收个衣服都要从露台跑到主卧！,1,反讽,Positive_Ironic,日常社交,True
这家海鲜店，没人不说价高还缺斤短两的,0,双重否定,Normal,美食餐饮,True
这个背包烦死我了，用四年都没坏拉链，想换潮款都没借口！,1,反讽,Positive_Ironic,购物消费,True
沙拉酱放得齁咸，搭配真“合理”！,0,反讽,Negative_Ironic,美食餐饮,True
这份芒果班戟，没人不说果肉饱满到咬开爆汁,1,双重否定,Normal,美食餐饮,True
飞机餐真上档次，面包硬得我差点把大门牙磕掉,0,反讽,Negative_Ironic,出行旅游,True
美甲师做的美甲不到一天就掉了两个钻,0,简单句,Normal,生活服务,True
高铁盒饭太实惠，五十块钱买一盒冷掉的回锅肉～,0,反讽,Negative_Ironic,出行旅游,True
逛街时入手的连衣裙上身效果超惊艳,1,简单句,Normal,购物消费,True
景区里的矿泉水卖到二十块一瓶，价格离谱,0,简单句,Normal,出行旅游,True
这眼镜框戴一周就变形，质量真过硬呀！,0,反讽,Negative_Ironic,购物消费,True
外卖的黄焖鸡米饭软嫩入味超下饭,1,简单句,Normal,美食餐饮,True
虽然宠物美容要花不少钱，但造型精致猫狗都没应激,1,转折,Normal,生活服务,True
烤肉的排烟系统很给力，不过肉的品质不佳全是冻合成肉。,0,转折,Normal,美食餐饮,True
景区免费导游真专业，全程只顾着推销高价纪念品～,0,反讽,Negative_Ironic,出行旅游,True
美甲师你太绝了，做得这么好看，我都不敢干家务了！,1,反讽,Positive_Ironic,生活服务,True
和爽约成瘾的人约饭，没有一回不提前做好被鸽准备,0,双重否定,Normal,日常社交,True
超市促销活动力度大，没有一个顾客不觉得划算,1,双重否定,Normal,购物消费,True
景区网红秋千好玩，等两小时荡三分钟就被赶下来～,0,反讽,Negative_Ironic,出行旅游,True
快递员主动帮我把重包裹搬到楼上家里,1,简单句,Normal,生活服务,True
这位家政阿姨的清洁能力不能不让我失望,0,双重否定,Normal,生活服务,True
某流量明星的演技太棒，全程只看鼻孔比剧情入戏,0,反讽,Negative_Ironic,影视娱乐,True
外卖汤洒一半，包装的“严密性”我给满分！,0,反讽,Negative_Ironic,美食餐饮,True
网购的零食全是调味料，味道太浓郁了！,0,反讽,Negative_Ironic,购物消费,True
酒店楼道传来刺鼻烟味，没法不让人觉得住宿体验极差。,0,双重否定,Normal,出行旅游,True
这部粗制滥造的神剧不得不让观众快进吐槽,0,双重否定,Normal,影视娱乐,True
商场的试衣间宽敞明亮体验感很好,1,简单句,Normal,购物消费,True
外卖的饺子没有谁不说它馅没盐味还烂乎乎的,0,双重否定,Normal,美食餐饮,True
民宿的原生态风格绝了，门锁都得晃半天才能打开,0,反讽,Negative_Ironic,出行旅游,True
牛排价格比别家便宜，煎制熟度和口感却恰到好处。,1,转折,Normal,美食餐饮,True
家政阿姨换被套动作熟练，换完的被子却歪扭不服帖,0,转折,Normal,生活服务,True
网购的床单起球严重，不能不令注重品质的人糟心,0,双重否定,Normal,购物消费,True
"这拍黄瓜真""原汁原味""，除了盐连醋都没放，味儿淡得离谱。",0,反讽,Negative_Ironic,美食餐饮,True
房间真有复古感，墙皮都掉了好几块没人维修。,0,反讽,Negative_Ironic,出行旅游,True
短视频剪辑看似无聊，正片是治愈系神番让人泪目。,1,转折,Normal,影视娱乐,True
复兴号的平稳舒适体验，没有不赢得乘客一致好评的。,1,双重否定,Normal,出行旅游,True
这蔬菜粥真健康，喝着跟白开水煮菜叶似的,0,反讽,Negative_Ironic,美食餐饮,True
不愧是专业维修师，修个台灯把插座都弄短路了,0,反讽,Negative_Ironic,生活服务,True
原以为这个周末会孤单度过，结果发小带了烧烤工具来我家。,1,转折,Normal,日常社交,True
这凉拌黄瓜真清爽，清爽到我加半包醋才有味,0,反讽,Negative_Ironic,美食餐饮,True
这麻辣烫的菜量真讲究，数着叶子都能吃完,0,反讽,Negative_Ironic,美食餐饮,True
商场童装店的小裙子面料柔软，孩子很喜欢,1,简单句,Normal,购物消费,True
这部科幻片世界观太宏大，看完不知讲了啥,0,反讽,Negative_Ironic,影视娱乐,True
虽然家政擦玻璃价格不低，但擦完通透还没留下水痕,1,转折,Normal,生活服务,True
乘坐跨境高铁去邻国，不得不说出行变得格外便捷。,1,双重否定,Normal,出行旅游,True
网购的纯棉T恤手感柔软版型很合身,1,简单句,Normal,购物消费,True
维修师傅来晚了十分钟，却免费给我换了新的零件,1,转折,Normal,生活服务,True
这私教也太狠了吧！一组动作练得我腿软，效果居然这么明显！,1,反讽,Positive_Ironic,生活服务,True
海景民宿的一线视野不会不让住客每日都心生欢喜,1,双重否定,Normal,出行旅游,True
这连衣裙真显瘦，穿上直接显胖了整整十斤,0,反讽,Negative_Ironic,购物消费,True
这房子太过分了，想找个遥控器都要逛遍三个客厅，服了！,1,反讽,Positive_Ironic,日常社交,True
火锅店等位区没座位，可入座后免费甜品管够还好吃。,1,转折,Normal,美食餐饮,True
新来的同事人超好，没人不喜欢和她一起搭伙干活,1,双重否定,Normal,日常社交,True
虽然上门遛狗价位偏高，但小哥遛够时长还带狗子玩游戏,1,转折,Normal,生活服务,True
尽管路上堵了整整三小时，苗寨的篝火晚会超暖超热闹,1,转折,Normal,出行旅游,True
高铁临时取消车次，不得不说这次出行没有不打乱计划的。,0,双重否定,Normal,出行旅游,True
这景点真有特色，到处都是和网上一模一样的仿造品,0,反讽,Negative_Ironic,出行旅游,True
动车准点率超高让人省心，可车厢里的熊孩子吵得脑壳疼,0,转折,Normal,出行旅游,True
古镇建筑古色古香有韵味，但人挤人根本没法驻足观赏,0,转折,Normal,出行旅游,True
这防晒霜涂完就晒黑，防晒效果绝了呀！,0,反讽,Negative_Ironic,购物消费,True
包裹的外包装被雨水淋湿里面的物品受潮了,0,简单句,Normal,生活服务,True
打扫卫生的阿姨没有不遗漏墙角污渍的,0,双重否定,Normal,生活服务,True
这毛衣显胖显壮，刚好遮住我囤的小肚腩哟！,1,反讽,Positive_Ironic,购物消费,True
纵使找住宿耗了俩小时，民宿露台的夕阳却暖到了心底,1,转折,Normal,出行旅游,True
公共场合有人大声喧哗，没人不觉得烦躁不堪,0,双重否定,Normal,日常社交,True
老板心真黑，做的书包这么结实，我都没法买卡通款给孩子换新的了！,1,反讽,Positive_Ironic,购物消费,True
这快递速度真快，半个月才到我都忘了买过它,0,反讽,Negative_Ironic,购物消费,True
尽管赶早班机困得睁不开眼，海岛的椰风直接唤醒了我,1,转折,Normal,出行旅游,True
爱豆早期舞台略显生涩，现在控场能力超强超稳。,1,转折,Normal,影视娱乐,True
以为这次聚会大家凑不齐，没想到久未谋面的老同学也赶来了。,1,转折,Normal,日常社交,True
这款口红颜色真好看，涂上去像吃了红烧肉似的,0,反讽,Negative_Ironic,购物消费,True
你家牛仔裤真讨厌，洗十次都不变形，衣柜都塞不下新的了！,1,反讽,Positive_Ironic,购物消费,True
爱豆新歌MV画面精美，没想到歌词空洞毫无情感内核。,0,转折,Normal,影视娱乐,True
您这维修手艺可真精湛，修完门锁门都合不上了,0,反讽,Negative_Ironic,生活服务,True
古镇商业化太成功，连手工编织品都是义乌批发货,0,反讽,Negative_Ironic,出行旅游,True
同事总是蹭我的奶茶却从不主动付钱,0,简单句,Normal,日常社交,True
网购的羽绒服真厚实，摸起来跟薄棉絮一样暖和,0,反讽,Negative_Ironic,购物消费,True
商场的促销活动存在隐形消费陷阱,0,简单句,Normal,购物消费,True
驿站的工作人员态度蛮横拒绝帮我找包裹,0,简单句,Normal,生活服务,True
和朋友出去吃饭，她全程刷手机根本不搭理我,0,简单句,Normal,日常社交,True
刚和发小约好周末一起去郊外看花海,1,简单句,Normal,日常社交,True
这份奶茶，不能不让人吐槽糖度齁甜到发腻,0,双重否定,Normal,美食餐饮,True
“贴心”朋友就是你，我发烧时拉我去蹦迪说能发汗,0,反讽,Negative_Ironic,日常社交,True
街头烤串店的烤茄子没放盐，淡得没味,0,简单句,Normal,美食餐饮,True
桂林山水真的像泼墨山水画一样美,1,简单句,Normal,出行旅游,True
朋友圈晒的旅行照，被人酸说我是在炫富,0,简单句,Normal,日常社交,True
温泉酒店的私人汤池体验，不能不让人觉得放松惬意。,1,双重否定,Normal,出行旅游,True
刚收到的快递外包装破损得很严重,0,简单句,Normal,购物消费,True
逛街买的衣服走线粗糙到处是线头,0,简单句,Normal,购物消费,True
家政保洁真彻底，擦完的电视柜还堆着我没整理的杂物！,0,反讽,Negative_Ironic,生活服务,True
哪怕骑单车逛古城累到腿软，街边的民谣与小吃却超惬意,1,转折,Normal,出行旅游,True
你可真“慷慨”，分享零食时只给别人留渣子自己全拿,0,反讽,Negative_Ironic,日常社交,True
这部剧简直有毒，我连刷八集，连闺蜜的消息都没回！,1,反讽,Positive_Ironic,影视娱乐,True
楼下邻居总是在深夜吵得我睡不着觉,0,简单句,Normal,日常社交,True
虽然钟点工时薪偏高，但做事麻利绝不磨洋工,1,转折,Normal,生活服务,True
这豆腐脑真“淡香”，淡到我必须倒半包生抽,0,反讽,Negative_Ironic,美食餐饮,True
美容师推荐产品时很贴心，做完护理皮肤却泛红发痒,0,转折,Normal,生活服务,True
早餐店的包子不得不说没有一个不是皮厚馅少的,0,双重否定,Normal,美食餐饮,True
快递全程跟踪更新，没有不让人放心的环节存在,1,双重否定,Normal,生活服务,True
朋友借我耳机弄坏不赔，我不是不生气是真的失望,0,双重否定,Normal,日常社交,True
这部家庭剧的细节处理得格外真实暖心。,1,简单句,Normal,影视娱乐,True
保洁阿姨干活麻利，却顺走了我桌上的半盒巧克力,0,转折,Normal,生活服务,True
日式居酒屋的章鱼小丸子外酥里嫩，料超足,1,简单句,Normal,美食餐饮,True
网购的卫衣版型走样，不能不说面料实在太廉价,0,双重否定,Normal,购物消费,True
昨天和发小逛夜市，吃到了超爱的手作冰粉,1,简单句,Normal,日常社交,True
科幻剧设定新奇，可特效五毛像低幼儿童动画。,0,转折,Normal,影视娱乐,True
高铁商务座座椅舒服能放平好好休息,1,简单句,Normal,出行旅游,True
这房子真不贴心，每次找个东西都要翻好几个房间，晕死！,1,反讽,Positive_Ironic,日常社交,True
"这披萨的料真""清爽""，除了面饼和酱半点儿肉星都找不着。",0,反讽,Negative_Ironic,美食餐饮,True
麻辣烫汤头颜色偏淡，喝起来却鲜香浓郁回味无穷。,1,转折,Normal,美食餐饮,True
真讨厌我的私教，连喝水多歇十秒都不行，居然练出马甲线了！,1,反讽,Positive_Ironic,生活服务,True
桂林山水的甲天下风光不能不让人叹服造物主的手笔,1,双重否定,Normal,出行旅游,True
你可真是勤快，垃圾堆满阳台也不打扫说没事,0,反讽,Negative_Ironic,日常社交,True
短视频里的经典影视剪辑勾起了我的回忆。,1,简单句,Normal,影视娱乐,True
这演员的演技太棒，演得我代入感超强，哭到停不下！,1,反讽,Positive_Ironic,影视娱乐,True
零食价格比同类高，尝过才发现用料实在口感绝佳,1,转折,Normal,购物消费,True
这寺庙真清净，到处都是游客的吵闹声和卖香的吆喝,0,反讽,Negative_Ironic,出行旅游,True
直播间描述得特别诱人，收到货却发现尺寸严重不符。,0,转折,Normal,购物消费,True
这男主演得也太戳人了，我跟着他哭了三次，纸巾都用完了！,1,反讽,Positive_Ironic,影视娱乐,True
外卖漏送主食还不理人，售后太“负责”了！,0,反讽,Negative_Ironic,生活服务,True
犯罪片里演员的眼神戏演绎得十分到位。,1,简单句,Normal,影视娱乐,True
加班时的“劳模”，一到周末就消失得无影无踪,0,反讽,Negative_Ironic,日常社交,True
这家酒店的原生态体验，桌子腿都晃得没法放杯子,0,反讽,Negative_Ironic,出行旅游,True
理发店环境装修很精致，发型师剪的刘海却完全不对称,0,转折,Normal,生活服务,True
发了条伤感的朋友圈，点赞的全是不太熟的陌生人,0,转折,Normal,日常社交,True
奶茶店的芝士奶盖没有不让我一口爱上的,1,双重否定,Normal,生活服务,True
本来对慢综艺没兴趣，看了一期就被嘉宾的暖心互动治愈。,1,转折,Normal,影视娱乐,True
这双袜子真耐磨，穿一次就破了好几个大洞,0,反讽,Negative_Ironic,购物消费,True
星级酒店的24小时管家服务，不能不让人感到贴心周到。,1,双重否定,Normal,出行旅游,True
这件卫衣颜值超高，可惜洗一次就起了好多球。,0,转折,Normal,购物消费,True
烫发泡的时间久，拆出来的卷度却弹性十足超好看,1,转折,Normal,生活服务,True
朋友聚会你最“积极”，每次买单都借口去厕所,0,反讽,Negative_Ironic,日常社交,True
饺子馅少得可怜，咬一口全是面皮太“实在”了,0,反讽,Negative_Ironic,美食餐饮,True
这部恐怖片氛围太恐怖，我全程数演员的发型种类,0,反讽,Negative_Ironic,影视娱乐,True
治愈系动漫的温柔剧情温暖了整个冬天。,1,简单句,Normal,影视娱乐,True
编剧你太懂虐心了，写这么好的剧情，我哭到头痛还追！,1,反讽,Positive_Ironic,影视娱乐,True
本来担心朋友圈没人点赞，结果刚发就收到一堆好友的祝福。,1,转折,Normal,日常社交,True
私教你能不能别这么严格？我现在腿都酸得抬不起来了！,1,反讽,Positive_Ironic,生活服务,True
网红糖水铺的芋圆，没人不说硬得像没煮透一样,0,双重否定,Normal,美食餐饮,True
烤鸡翅焦得发苦，这是炭烤界的“天花板”吧,0,反讽,Negative_Ironic,美食餐饮,True
这酒店可真够自然，卫生间的瓷砖都缺了好几块,0,反讽,Negative_Ironic,出行旅游,True
租的电动车半路没电，没法不被困在半路上发愁,0,双重否定,Normal,出行旅游,True
西餐厅的黑松露意面香气浓郁口感顺滑,1,简单句,Normal,美食餐饮,True
西湖断桥的春日盛景不会不让人流连忘返频频拍照,1,双重否定,Normal,出行旅游,True
这家山顶民宿的观景效果不能不让人赞不绝口。,1,双重否定,Normal,出行旅游,True
章鱼小丸子全是面糊，这是卖丸子还是卖面糊,0,反讽,Negative_Ironic,美食餐饮,True
巷口糖水铺的双皮奶不得不说每一口都丝滑细腻,1,双重否定,Normal,美食餐饮,True
老板真大方，一份盖饭的菜只有盖子大的量,0,反讽,Negative_Ironic,美食餐饮,True
理发师把我长发剪到耳根，审美真“在线”！,0,反讽,Negative_Ironic,生活服务,True
巷口的糖炒栗子，路过的人没有不被香味吸引的,1,双重否定,Normal,美食餐饮,True
这雨伞用四年都没坏，我看中的折叠伞只能在角落积灰！,1,反讽,Positive_Ironic,购物消费,True
网购的T恤洗一次就严重褪色变形,0,简单句,Normal,购物消费,True
这导游的安排真合理，景点十分钟购物俩小时。,0,反讽,Negative_Ironic,出行旅游,True
"这清炒丝瓜真""纯粹""，炒完跟生的似的，半点儿烟火味都没。",0,反讽,Negative_Ironic,美食餐饮,True
飞机的准点率真高，说好三点飞居然拖到五点才走,0,反讽,Negative_Ironic,出行旅游,True
这家的卫衣质量太差，穿两年都没起球，愁得我没法换新！,1,反讽,Positive_Ironic,购物消费,True
讨厌死你们了，聚会这么嗨，我这几天都不想在家待着了！,1,反讽,Positive_Ironic,日常社交,True
网购的牛仔裤洗一次就掉色，不能不说质量确实有问题,0,双重否定,Normal,购物消费,True
这酒店太原生态了，床单上还沾着前一位客人的头发。,0,反讽,Negative_Ironic,出行旅游,True
炸鸡皮硬得硌牙，这酥脆程度堪称业界天花板！,0,反讽,Negative_Ironic,美食餐饮,True
真羡慕你们能看景，我在这儿只能看密密麻麻的人头,0,反讽,Negative_Ironic,出行旅游,True
我家这破房子，从卧室到厨房都要小跑，太折腾人了！,1,反讽,Positive_Ironic,日常社交,True
快递物流信息更新及时，每一步都能查到,1,简单句,Normal,生活服务,True
可算体验了热门景区的热闹，完全看不清半分景致,0,反讽,Negative_Ironic,出行旅游,True
外卖送错地址，不得不说骑手的责任心太缺失,0,双重否定,Normal,生活服务,True
飞机座位空间狭小，坐久了浑身酸痛不适,0,简单句,Normal,出行旅游,True
餐厅装修风格很朴素，然而厨师手艺堪比星级酒店大厨。,1,转折,Normal,美食餐饮,True
景区卫生间真整洁，地面全是水渍差点把我滑一跤～,0,反讽,Negative_Ironic,出行旅游,True
订的海景房看不到海，没法不让人觉得被商家忽悠了。,0,双重否定,Normal,出行旅游,True
快递员提前打电话，亲自把包裹送到家门口,1,简单句,Normal,生活服务,True
坐邮轮出海看日出，不得不说这是难忘的旅游体验。,1,双重否定,Normal,出行旅游,True
这导游真会来事，拉我们去消费还说是“福利”,0,反讽,Negative_Ironic,出行旅游,True
您的维修服务太贴心，修完电脑把我桌面文件全弄没了,0,反讽,Negative_Ironic,生活服务,True
短视频里的综艺名场面没有不让人循环刷好多遍的,1,双重否定,Normal,影视娱乐,True
美容师技术一流，做的面膜敷完脸过敏，还说排毒！,0,反讽,Negative_Ironic,生活服务,True
东北菜馆的地三鲜油多到能捞出半碗,0,简单句,Normal,美食餐饮,True
本来社交的时候很紧张，结果对方比我还腼腆容易亲近,1,转折,Normal,日常社交,True
快递员的送货上门服务不能不让我暖心,1,双重否定,Normal,生活服务,True
这部电影的剧情老套到离谱，不愧是经典复刻啊！,0,反讽,Negative_Ironic,影视娱乐,True
理发店环境很整洁，可剪出来的发型跟我描述的完全不符,0,转折,Normal,生活服务,True
卤味店的鸭头有怪味，像是变质了,0,简单句,Normal,美食餐饮,True
你可真“懂我”，明明知道我过敏还往菜里加香菜,0,反讽,Negative_Ironic,日常社交,True
您可太会修家电了，空调修完不仅不制冷还哗哗滴水,0,反讽,Negative_Ironic,生活服务,True
这款洗发水泡沫不多，但是洗完头发蓬松清爽不油腻。,1,转折,Normal,购物消费,True
编剧你能不能别这么狠，把我哭成红眼病还想追！,1,反讽,Positive_Ironic,影视娱乐,True
朋友圈里大家给我的生日祝福好暖心,1,简单句,Normal,日常社交,True
当初脑子抽了买这么大？每天整理杂物都要耗掉一晚上！,1,反讽,Positive_Ironic,日常社交,True
这剧的反派也太招人恨，不对，是演得太好，害得我牙痒！,1,反讽,Positive_Ironic,影视娱乐,True
纵使赶飞机误点等三小时，目的地的雪山却没让我半分失望,1,转折,Normal,出行旅游,True
这双运动鞋真讨厌，跑几千公里都没开胶，换新款都不好意思！,1,反讽,Positive_Ironic,购物消费,True
以为这次的话题会得到大家的共鸣，结果没人接茬冷了场。,0,转折,Normal,日常社交,True
导游总阴阳怪气催购物，不能不对这趟旅行彻底失望。,0,双重否定,Normal,出行旅游,True
新买的连衣裙做工精细，不能不夸设计师的审美在线,1,双重否定,Normal,购物消费,True
这虾仁滑蛋真“鲜”，鲜到我以为吃了白豆腐,0,反讽,Negative_Ironic,美食餐饮,True
编剧你太坏了，把剧情写得这么抓心，我连觉都睡不好！,1,反讽,Positive_Ironic,影视娱乐,True
理发店洗头很舒服，剪的发型却老气了十岁不止,0,转折,Normal,生活服务,True
景区厕所脏得下不去脚，没法不觉得卫生管理太混乱。,0,双重否定,Normal,出行旅游,True
你可真大方，连喝杯奶茶都要AA到小数点后两位,0,反讽,Negative_Ironic,日常社交,True
这演员也太会共情了，害得我跟着角色哭了好几轮！,1,反讽,Positive_Ironic,影视娱乐,True
商场楼梯很陡不好走，但楼顶特卖场折扣力度超大。,1,转折,Normal,购物消费,True
你们客服的回复可真标准，问啥都是那套固定话术,0,反讽,Negative_Ironic,生活服务,True
某综艺的煽情环节刻意到反胃，真的好感人呢！,0,反讽,Negative_Ironic,影视娱乐,True
爱豆的台词功底差到离谱，真的是“原声实力派”啊！,0,反讽,Negative_Ironic,影视娱乐,True
这部剧配角演技炸裂，主角却面瘫式演法拉低整部剧。,0,转折,Normal,影视娱乐,True
景区步道满是碎玻璃，没法不觉得管理方太粗心大意。,0,双重否定,Normal,出行旅游,True
这家酸菜鱼店，不能不让人抱怨刺多到影响食欲,0,双重否定,Normal,美食餐饮,True
那维修师傅手劲儿真大，修完门锁把手直接掉下来了,0,反讽,Negative_Ironic,生活服务,True
快递包裹包装严实，没有不让人感到安心的地方,1,双重否定,Normal,生活服务,True
虽然上门保洁价格不低，但阿姨把角落都擦得一尘不染,1,转折,Normal,生活服务,True
点的榴莲披萨，没有不抱怨果肉少得近乎没有的,0,双重否定,Normal,美食餐饮,True
这海鲜粥真“鲜美”，鲜到我以为喝了碗白粥,0,反讽,Negative_Ironic,美食餐饮,True
本来以为促销是噱头，进去逛才发现真的全场五折。,1,转折,Normal,购物消费,True
你这脑子可“笨”，居然想到这么巧妙的请假理由,1,反讽,Positive_Ironic,日常社交,True
京东快递的次日达没有不让我觉得靠谱,1,双重否定,Normal,生活服务,True
真是气死我了，这美甲做得太精致，我连锅都不敢刷了！,1,反讽,Positive_Ironic,生活服务,True
咱们导游太敬业，每天第一件事就是带我们去购物。,0,反讽,Negative_Ironic,出行旅游,True
景区的环保观光车，没有不减少游客徒步的疲惫感的。,1,双重否定,Normal,出行旅游,True
巷口老面馆的汤头，吃过的人没有不称赞浓郁鲜香的,1,双重否定,Normal,美食餐饮,True
半夜酒店电梯坏了爬十楼，没法不觉得这趟住宿糟透了。,0,双重否定,Normal,出行旅游,True
网购的口红膏体断裂，包装做得倒是挺精美呢~,0,反讽,Negative_Ironic,购物消费,True
这家海景酒店真温馨，空调坏了让我体验天然桑拿～,0,反讽,Negative_Ironic,出行旅游,True
店铺装修风格很有格调，但菜价贵得离谱且性价比极低。,0,转折,Normal,美食餐饮,True
商场鞋店员工态度冷漠，没有一个客人不觉得受怠慢,0,双重否定,Normal,购物消费,True
喀斯特溶洞钟乳石很震撼，可洞内灯光昏暗得看不清细节,0,转折,Normal,出行旅游,True
爱豆的自拍滤镜厚到认不出，真的是真实不做作啊！,0,反讽,Negative_Ironic,影视娱乐,True
新买的蓝牙耳机音质清晰续航时间长,1,简单句,Normal,购物消费,True
酒店的早餐真丰盛，翻来覆去就那几样凉掉的小菜,0,反讽,Negative_Ironic,出行旅游,True
动车上座位间距太窄坐着特别憋屈,0,简单句,Normal,出行旅游,True
纵使赶路淋了落汤鸡，雨后山巅的彩虹却美得让人尖叫,1,转折,Normal,出行旅游,True
和老友重聚的夜晚，我们不得不说这时光温暖又珍贵,1,双重否定,Normal,日常社交,True
某爱豆的综艺感为零，还能占C位，背景真强大呢！,0,反讽,Negative_Ironic,影视娱乐,True
后悔死买这么大的房子了，每个房间通风都要开半天窗户！,1,反讽,Positive_Ironic,日常社交,True
